Vardas           Pavarde         Galutinis (Vid.)    Galutinis (Med.)    
Vardas88326      Pavardė88326    7.04                7.20                
Vardas88327      Pavardė88327    7.48                7.40                
Vardas88329      Pavardė88329    7.48                7.40                
Vardas88330      Pavardė88330    6.76                7.00                
Vardas88331      Pavardė88331    8.40                8.20                
Vardas88332      Pavardė88332    6.96                7.00                
Vardas88335      Pavardė88335    6.80                6.80                
Vardas88337      Pavardė88337    5.72                5.80                
Vardas88340      Pavardė88340    5.40                5.60                
Vardas88344      Pavardė88344    7.76                8.20                
Vardas88345      Pavardė88345    8.12                8.00                
Vardas88346      Pavardė88346    8.64                8.40                
Vardas88348      Pavardė88348    8.40                8.60                
Vardas88350      Pavardė88350    5.76                5.80                
Vardas88351      Pavardė88351    6.64                6.60                
Vardas88352      Pavardė88352    7.92                8.40                
Vardas88353      Pavardė88353    7.40                7.40                
Vardas88354      Pavardė88354    6.88                6.80                
Vardas88355      Pavardė88355    6.32                6.00                
Vardas88356      Pavardė88356    7.16                6.40                
Vardas88357      Pavardė88357    5.36                5.20                
Vardas88359      Pavardė88359    8.28                8.60                
Vardas88361      Pavardė88361    6.64                6.60                
Vardas88362      Pavardė88362    5.60                5.80                
Vardas88366      Pavardė88366    8.00                7.20                
Vardas88368      Pavardė88368    6.00                5.80                
Vardas88369      Pavardė88369    5.36                5.00                
Vardas88374      Pavardė88374    6.00                6.40                
Vardas88376      Pavardė88376    5.00                5.40                
Vardas88378      Pavardė88378    7.92                8.00                
Vardas88379      Pavardė88379    8.48                8.40                
Vardas88381      Pavardė88381    7.12                7.40                
Vardas88384      Pavardė88384    5.92                5.80                
Vardas88385      Pavardė88385    6.60                6.60                
Vardas88388      Pavardė88388    7.40                7.60                
Vardas88389      Pavardė88389    6.60                6.60                
Vardas88390      Pavardė88390    7.20                7.00                
Vardas88392      Pavardė88392    5.76                5.40                
Vardas88393      Pavardė88393    6.40                6.40                
Vardas88395      Pavardė88395    7.80                8.00                
Vardas88397      Pavardė88397    5.32                5.20                
Vardas88398      Pavardė88398    5.28                5.60                
Vardas88401      Pavardė88401    7.24                7.60                
Vardas88402      Pavardė88402    8.32                8.60                
Vardas88403      Pavardė88403    7.60                7.60                
Vardas88407      Pavardė88407    5.84                5.60                
Vardas88409      Pavardė88409    6.48                6.40                
Vardas88410      Pavardė88410    8.32                8.40                
Vardas88412      Pavardė88412    7.04                7.00                
Vardas88415      Pavardė88415    5.28                5.40                
Vardas88416      Pavardė88416    6.36                6.60                
Vardas88417      Pavardė88417    6.40                6.40                
Vardas88420      Pavardė88420    7.64                8.00                
Vardas88425      Pavardė88425    8.12                8.20                
Vardas88427      Pavardė88427    5.80                5.80                
Vardas88429      Pavardė88429    5.28                5.40                
Vardas88431      Pavardė88431    7.20                7.40                
Vardas88434      Pavardė88434    5.72                5.80                
Vardas88435      Pavardė88435    5.32                5.40                
Vardas88437      Pavardė88437    5.52                5.00                
Vardas88439      Pavardė88439    5.76                5.20                
Vardas88444      Pavardė88444    8.24                8.60                
Vardas88445      Pavardė88445    5.92                6.00                
Vardas88449      Pavardė88449    8.56                8.40                
Vardas88450      Pavardė88450    7.28                7.40                
Vardas88451      Pavardė88451    7.44                8.00                
Vardas88452      Pavardė88452    7.04                7.00                
Vardas88455      Pavardė88455    8.24                8.60                
Vardas88456      Pavardė88456    8.04                7.80                
Vardas88457      Pavardė88457    6.48                6.20                
Vardas88459      Pavardė88459    5.64                5.40                
Vardas88460      Pavardė88460    8.60                8.80                
Vardas88461      Pavardė88461    7.96                8.00                
Vardas88463      Pavardė88463    6.76                6.80                
Vardas88466      Pavardė88466    7.40                7.20                
Vardas88472      Pavardė88472    6.64                6.80                
Vardas88473      Pavardė88473    6.48                6.60                
Vardas88476      Pavardė88476    6.52                6.60                
Vardas88477      Pavardė88477    6.72                6.60                
Vardas88480      Pavardė88480    6.76                6.40                
Vardas88482      Pavardė88482    8.28                8.00                
Vardas88483      Pavardė88483    6.84                7.60                
Vardas88484      Pavardė88484    5.68                5.80                
Vardas88487      Pavardė88487    7.08                7.20                
Vardas88490      Pavardė88490    5.44                5.40                
Vardas88491      Pavardė88491    6.96                6.80                
Vardas88493      Pavardė88493    8.20                8.40                
Vardas88496      Pavardė88496    7.72                7.80                
Vardas88497      Pavardė88497    8.00                8.20                
Vardas88499      Pavardė88499    7.60                8.20                
Vardas88500      Pavardė88500    7.44                7.20                
Vardas88501      Pavardė88501    7.08                6.80                
Vardas88503      Pavardė88503    5.56                6.20                
Vardas88508      Pavardė88508    7.20                7.80                
Vardas88512      Pavardė88512    5.28                5.00                
Vardas88513      Pavardė88513    5.84                5.60                
Vardas88515      Pavardė88515    6.12                6.20                
Vardas88516      Pavardė88516    5.96                6.00                
Vardas88518      Pavardė88518    7.32                7.60                
Vardas88519      Pavardė88519    8.28                8.20                
Vardas88521      Pavardė88521    7.88                8.40                
Vardas88522      Pavardė88522    5.76                5.40                
Vardas88523      Pavardė88523    5.60                6.00                
Vardas88525      Pavardė88525    6.12                6.00                
Vardas88527      Pavardė88527    7.40                7.80                
Vardas88528      Pavardė88528    5.96                6.40                
Vardas88529      Pavardė88529    7.24                7.60                
Vardas88531      Pavardė88531    6.96                6.60                
Vardas88533      Pavardė88533    8.60                9.00                
Vardas88534      Pavardė88534    6.40                6.40                
Vardas88537      Pavardė88537    5.44                5.40                
Vardas88540      Pavardė88540    7.64                7.80                
Vardas88541      Pavardė88541    7.32                7.40                
Vardas88545      Pavardė88545    5.16                5.00                
Vardas88547      Pavardė88547    5.60                5.80                
Vardas88548      Pavardė88548    6.32                6.60                
Vardas88549      Pavardė88549    7.36                7.80                
Vardas88550      Pavardė88550    6.60                6.20                
Vardas88551      Pavardė88551    6.32                6.40                
Vardas88553      Pavardė88553    8.20                8.40                
Vardas88554      Pavardė88554    6.76                7.00                
Vardas88556      Pavardė88556    5.80                5.80                
Vardas88560      Pavardė88560    5.00                5.20                
Vardas88561      Pavardė88561    5.08                5.20                
Vardas88562      Pavardė88562    6.36                6.40                
Vardas88563      Pavardė88563    5.40                5.00                
Vardas88564      Pavardė88564    6.96                7.00                
Vardas88565      Pavardė88565    7.60                7.60                
Vardas88566      Pavardė88566    6.36                6.20                
Vardas88569      Pavardė88569    6.48                6.60                
Vardas88570      Pavardė88570    7.88                7.80                
Vardas88571      Pavardė88571    7.84                7.80                
Vardas88572      Pavardė88572    5.96                6.20                
Vardas88574      Pavardė88574    5.24                5.60                
Vardas88575      Pavardė88575    7.08                7.00                
Vardas88576      Pavardė88576    7.56                7.40                
Vardas88577      Pavardė88577    5.24                5.40                
Vardas88578      Pavardė88578    8.32                8.60                
Vardas88579      Pavardė88579    7.04                6.40                
Vardas88580      Pavardė88580    5.48                5.60                
Vardas88581      Pavardė88581    6.20                6.00                
Vardas88582      Pavardė88582    8.28                8.40                
Vardas88584      Pavardė88584    7.00                6.60                
Vardas88585      Pavardė88585    6.12                6.20                
Vardas88587      Pavardė88587    5.68                5.80                
Vardas88588      Pavardė88588    8.80                9.20                
Vardas88589      Pavardė88589    5.88                6.00                
Vardas88590      Pavardė88590    8.16                8.40                
Vardas88592      Pavardė88592    5.16                4.80                
Vardas88595      Pavardė88595    8.04                8.00                
Vardas88596      Pavardė88596    8.56                8.60                
Vardas88597      Pavardė88597    6.16                6.20                
Vardas88598      Pavardė88598    5.12                4.80                
Vardas88599      Pavardė88599    7.76                8.00                
Vardas88600      Pavardė88600    7.92                7.40                
Vardas88601      Pavardė88601    5.96                6.20                
Vardas88605      Pavardė88605    6.76                6.80                
Vardas88606      Pavardė88606    7.40                7.80                
Vardas88608      Pavardė88608    6.92                6.80                
Vardas88610      Pavardė88610    5.68                6.40                
Vardas88611      Pavardė88611    5.48                5.20                
Vardas88612      Pavardė88612    6.16                6.20                
Vardas88613      Pavardė88613    7.96                8.00                
Vardas88615      Pavardė88615    5.48                5.00                
Vardas88617      Pavardė88617    6.60                6.40                
Vardas88622      Pavardė88622    6.92                7.00                
Vardas88624      Pavardė88624    6.76                6.40                
Vardas88625      Pavardė88625    6.52                6.80                
Vardas88627      Pavardė88627    6.00                5.80                
Vardas88628      Pavardė88628    8.64                8.80                
Vardas88629      Pavardė88629    5.92                6.20                
Vardas88632      Pavardė88632    7.32                7.60                
Vardas88633      Pavardė88633    8.72                9.40                
Vardas88634      Pavardė88634    8.12                8.20                
Vardas88636      Pavardė88636    5.24                5.20                
Vardas88637      Pavardė88637    6.88                6.80                
Vardas88639      Pavardė88639    5.88                6.40                
Vardas88640      Pavardė88640    5.52                5.80                
Vardas88644      Pavardė88644    6.88                6.80                
Vardas88645      Pavardė88645    6.04                6.00                
Vardas88647      Pavardė88647    5.52                5.40                
Vardas88648      Pavardė88648    7.44                8.00                
Vardas88649      Pavardė88649    5.28                5.60                
Vardas88650      Pavardė88650    6.92                6.80                
Vardas88651      Pavardė88651    5.52                5.00                
Vardas88652      Pavardė88652    7.00                7.00                
Vardas88653      Pavardė88653    6.40                6.40                
Vardas88654      Pavardė88654    6.20                5.80                
Vardas88656      Pavardė88656    5.32                5.20                
Vardas88657      Pavardė88657    6.40                6.60                
Vardas88658      Pavardė88658    8.88                9.40                
Vardas88659      Pavardė88659    5.08                4.80                
Vardas88661      Pavardė88661    7.84                8.00                
Vardas88665      Pavardė88665    6.36                6.60                
Vardas88666      Pavardė88666    5.60                5.40                
Vardas88670      Pavardė88670    7.32                7.20                
Vardas88671      Pavardė88671    7.12                6.80                
Vardas88672      Pavardė88672    5.36                4.80                
Vardas88673      Pavardė88673    8.76                9.20                
Vardas88674      Pavardė88674    6.64                6.40                
Vardas88675      Pavardė88675    5.64                5.40                
Vardas88676      Pavardė88676    7.68                7.20                
Vardas88677      Pavardė88677    5.08                5.20                
Vardas88678      Pavardė88678    7.44                7.80                
Vardas88679      Pavardė88679    6.64                6.80                
Vardas88681      Pavardė88681    5.32                5.20                
Vardas88683      Pavardė88683    5.64                5.00                
Vardas88684      Pavardė88684    5.88                6.00                
Vardas88686      Pavardė88686    5.96                6.20                
Vardas88687      Pavardė88687    6.16                6.20                
Vardas88688      Pavardė88688    6.44                6.00                
Vardas88689      Pavardė88689    6.76                6.60                
Vardas88690      Pavardė88690    6.52                6.80                
Vardas88693      Pavardė88693    6.88                7.00                
Vardas88694      Pavardė88694    7.68                7.80                
Vardas88700      Pavardė88700    7.60                7.40                
Vardas88703      Pavardė88703    5.12                5.40                
Vardas88704      Pavardė88704    7.68                8.00                
Vardas88705      Pavardė88705    7.80                7.60                
Vardas88706      Pavardė88706    7.48                7.60                
Vardas88708      Pavardė88708    5.36                5.40                
Vardas88712      Pavardė88712    7.20                7.60                
Vardas88716      Pavardė88716    6.64                6.80                
Vardas88718      Pavardė88718    6.96                7.00                
Vardas88719      Pavardė88719    7.20                7.20                
Vardas88720      Pavardė88720    5.24                5.00                
Vardas88721      Pavardė88721    6.76                6.40                
Vardas88723      Pavardė88723    8.56                8.80                
Vardas88724      Pavardė88724    6.12                6.20                
Vardas88725      Pavardė88725    7.56                8.20                
Vardas88726      Pavardė88726    5.80                6.00                
Vardas88728      Pavardė88728    6.04                6.20                
Vardas88730      Pavardė88730    7.24                7.60                
Vardas88731      Pavardė88731    8.40                8.60                
Vardas88733      Pavardė88733    6.84                7.00                
Vardas88735      Pavardė88735    5.40                5.00                
Vardas88736      Pavardė88736    7.76                7.60                
Vardas88737      Pavardė88737    7.96                8.20                
Vardas88739      Pavardė88739    8.16                7.80                
Vardas88740      Pavardė88740    7.72                7.80                
Vardas88742      Pavardė88742    5.40                5.60                
Vardas88743      Pavardė88743    7.96                8.00                
Vardas88744      Pavardė88744    6.56                7.00                
Vardas88746      Pavardė88746    8.12                8.60                
Vardas88747      Pavardė88747    6.96                7.20                
Vardas88748      Pavardė88748    6.52                6.80                
Vardas88749      Pavardė88749    5.56                5.80                
Vardas88750      Pavardė88750    8.24                8.20                
Vardas88751      Pavardė88751    6.24                5.80                
Vardas88754      Pavardė88754    7.28                7.80                
Vardas88755      Pavardė88755    7.32                7.60                
Vardas88756      Pavardė88756    6.56                6.40                
Vardas88758      Pavardė88758    6.52                6.20                
Vardas88759      Pavardė88759    7.40                7.20                
Vardas88761      Pavardė88761    5.60                5.00                
Vardas88763      Pavardė88763    7.28                7.20                
Vardas88765      Pavardė88765    5.08                5.40                
Vardas88766      Pavardė88766    5.52                5.80                
Vardas88767      Pavardė88767    7.72                7.40                
Vardas88768      Pavardė88768    5.28                5.00                
Vardas88769      Pavardė88769    5.96                6.40                
Vardas88770      Pavardė88770    6.04                5.80                
Vardas88772      Pavardė88772    7.48                7.00                
Vardas88774      Pavardė88774    5.44                5.60                
Vardas88776      Pavardė88776    5.56                5.60                
Vardas88777      Pavardė88777    5.24                5.40                
Vardas88778      Pavardė88778    7.16                7.20                
Vardas88779      Pavardė88779    8.04                8.40                
Vardas88781      Pavardė88781    7.28                7.20                
Vardas88784      Pavardė88784    6.52                6.40                
Vardas88785      Pavardė88785    7.92                8.20                
Vardas88786      Pavardė88786    5.08                4.80                
Vardas88788      Pavardė88788    8.40                8.40                
Vardas88789      Pavardė88789    5.16                4.60                
Vardas88790      Pavardė88790    6.56                6.80                
Vardas88792      Pavardė88792    7.24                7.00                
Vardas88793      Pavardė88793    6.44                6.80                
Vardas88794      Pavardė88794    7.32                7.40                
Vardas88798      Pavardė88798    5.64                6.00                
Vardas88800      Pavardė88800    8.28                8.40                
Vardas88801      Pavardė88801    8.28                8.20                
Vardas88802      Pavardė88802    7.12                7.20                
Vardas88803      Pavardė88803    7.80                8.40                
Vardas88805      Pavardė88805    5.28                5.40                
Vardas88806      Pavardė88806    6.56                6.60                
Vardas88809      Pavardė88809    7.64                7.60                
Vardas88810      Pavardė88810    7.00                6.60                
Vardas88812      Pavardė88812    7.92                7.80                
Vardas88813      Pavardė88813    8.04                8.00                
Vardas88814      Pavardė88814    6.00                6.20                
Vardas88815      Pavardė88815    6.24                6.00                
Vardas88817      Pavardė88817    8.12                8.60                
Vardas88818      Pavardė88818    7.28                7.20                
Vardas88819      Pavardė88819    5.64                5.80                
Vardas88820      Pavardė88820    6.12                6.00                
Vardas88821      Pavardė88821    6.08                6.00                
Vardas88822      Pavardė88822    5.96                5.80                
Vardas88823      Pavardė88823    5.60                5.20                
Vardas88826      Pavardė88826    7.96                8.20                
Vardas88827      Pavardė88827    7.08                6.80                
Vardas88829      Pavardė88829    5.24                5.80                
Vardas88830      Pavardė88830    7.56                7.60                
Vardas88831      Pavardė88831    6.32                6.60                
Vardas88832      Pavardė88832    6.68                7.20                
Vardas88833      Pavardė88833    6.92                7.00                
Vardas88834      Pavardė88834    7.64                7.80                
Vardas88835      Pavardė88835    5.72                5.80                
Vardas88836      Pavardė88836    6.40                6.40                
Vardas88837      Pavardė88837    8.56                8.80                
Vardas88838      Pavardė88838    5.08                5.00                
Vardas88839      Pavardė88839    7.08                7.00                
Vardas88840      Pavardė88840    8.40                8.20                
Vardas88841      Pavardė88841    6.44                6.80                
Vardas88843      Pavardė88843    8.60                8.20                
Vardas88844      Pavardė88844    5.32                5.20                
Vardas88848      Pavardė88848    6.28                6.60                
Vardas88850      Pavardė88850    6.76                6.40                
Vardas88851      Pavardė88851    8.52                8.40                
Vardas88852      Pavardė88852    6.40                6.20                
Vardas88853      Pavardė88853    8.16                8.40                
Vardas88854      Pavardė88854    5.88                5.80                
Vardas88855      Pavardė88855    5.76                5.60                
Vardas88857      Pavardė88857    5.88                5.80                
Vardas88858      Pavardė88858    5.68                5.80                
Vardas88859      Pavardė88859    7.44                7.20                
Vardas88860      Pavardė88860    8.60                9.20                
Vardas88861      Pavardė88861    7.20                7.20                
Vardas88862      Pavardė88862    7.92                7.60                
Vardas88863      Pavardė88863    7.56                7.00                
Vardas88864      Pavardė88864    7.36                7.80                
Vardas88866      Pavardė88866    5.60                5.40                
Vardas88867      Pavardė88867    8.48                8.20                
Vardas88868      Pavardė88868    7.96                7.60                
Vardas88869      Pavardė88869    5.44                5.40                
Vardas88870      Pavardė88870    8.32                8.40                
Vardas88872      Pavardė88872    5.32                5.20                
Vardas88873      Pavardė88873    6.48                6.00                
Vardas88876      Pavardė88876    5.32                5.00                
Vardas88878      Pavardė88878    7.04                6.60                
Vardas88879      Pavardė88879    8.80                9.60                
Vardas88882      Pavardė88882    8.36                8.60                
Vardas88885      Pavardė88885    5.88                6.00                
Vardas88886      Pavardė88886    7.60                7.40                
Vardas88888      Pavardė88888    7.80                8.20                
Vardas88889      Pavardė88889    5.32                5.80                
Vardas88892      Pavardė88892    8.56                8.40                
Vardas88895      Pavardė88895    6.00                5.80                
Vardas88896      Pavardė88896    6.44                6.60                
Vardas88897      Pavardė88897    7.40                6.80                
Vardas88900      Pavardė88900    8.40                9.00                
Vardas88903      Pavardė88903    7.28                7.00                
Vardas88904      Pavardė88904    5.36                5.20                
Vardas88908      Pavardė88908    5.16                5.20                
Vardas88909      Pavardė88909    5.88                5.60                
Vardas88911      Pavardė88911    5.48                5.20                
Vardas88914      Pavardė88914    6.16                6.00                
Vardas88915      Pavardė88915    5.96                6.00                
Vardas88918      Pavardė88918    6.64                6.80                
Vardas88919      Pavardė88919    6.64                6.20                
Vardas88921      Pavardė88921    7.16                7.00                
Vardas88922      Pavardė88922    8.24                8.80                
Vardas88923      Pavardė88923    7.64                7.00                
Vardas88925      Pavardė88925    7.80                8.20                
Vardas88928      Pavardė88928    6.48                6.20                
Vardas88929      Pavardė88929    6.32                6.40                
Vardas88930      Pavardė88930    5.40                5.40                
Vardas88933      Pavardė88933    6.96                6.40                
Vardas88935      Pavardė88935    7.96                7.80                
Vardas88936      Pavardė88936    8.28                8.60                
Vardas88938      Pavardė88938    7.20                7.40                
Vardas88940      Pavardė88940    6.92                6.60                
Vardas88948      Pavardė88948    7.00                7.00                
Vardas88950      Pavardė88950    5.52                5.60                
Vardas88951      Pavardė88951    5.96                6.20                
Vardas88953      Pavardė88953    6.92                6.80                
Vardas88955      Pavardė88955    6.80                6.80                
Vardas88957      Pavardė88957    8.92                9.20                
Vardas88958      Pavardė88958    7.40                7.40                
Vardas88959      Pavardė88959    7.20                7.00                
Vardas88960      Pavardė88960    5.24                5.20                
Vardas88961      Pavardė88961    7.04                7.40                
Vardas88962      Pavardė88962    6.68                6.40                
Vardas88963      Pavardė88963    6.60                6.20                
Vardas88964      Pavardė88964    5.56                5.80                
Vardas88966      Pavardė88966    5.48                5.80                
Vardas88969      Pavardė88969    6.04                5.80                
Vardas88970      Pavardė88970    5.44                5.00                
Vardas88971      Pavardė88971    5.64                5.80                
Vardas88973      Pavardė88973    5.80                5.80                
Vardas88977      Pavardė88977    5.68                5.80                
Vardas88979      Pavardė88979    6.40                6.20                
Vardas88980      Pavardė88980    6.88                6.80                
Vardas88982      Pavardė88982    8.64                8.60                
Vardas88983      Pavardė88983    5.56                5.00                
Vardas88984      Pavardė88984    7.20                7.00                
Vardas88985      Pavardė88985    8.64                8.80                
Vardas88987      Pavardė88987    8.16                8.40                
Vardas88989      Pavardė88989    6.76                6.40                
Vardas88991      Pavardė88991    6.08                6.00                
Vardas88992      Pavardė88992    5.48                5.40                
Vardas88993      Pavardė88993    7.72                7.60                
Vardas88994      Pavardė88994    7.32                7.20                
Vardas88996      Pavardė88996    6.72                6.40                
Vardas88997      Pavardė88997    7.92                8.40                
Vardas88999      Pavardė88999    7.32                7.20                
Vardas89002      Pavardė89002    8.00                7.60                
Vardas89003      Pavardė89003    5.60                5.20                
Vardas89004      Pavardė89004    8.64                9.00                
Vardas89005      Pavardė89005    5.00                5.00                
Vardas89007      Pavardė89007    8.00                8.20                
Vardas89008      Pavardė89008    6.08                6.20                
Vardas89010      Pavardė89010    5.64                5.60                
Vardas89011      Pavardė89011    5.64                5.00                
Vardas89015      Pavardė89015    5.40                5.40                
Vardas89016      Pavardė89016    6.32                5.60                
Vardas89017      Pavardė89017    6.48                6.60                
Vardas89018      Pavardė89018    6.36                6.20                
Vardas89019      Pavardė89019    6.28                6.60                
Vardas89021      Pavardė89021    7.32                7.60                
Vardas89023      Pavardė89023    5.16                4.80                
Vardas89024      Pavardė89024    5.56                5.60                
Vardas89025      Pavardė89025    7.80                7.60                
Vardas89027      Pavardė89027    7.56                7.60                
Vardas89029      Pavardė89029    8.00                8.00                
Vardas89030      Pavardė89030    8.04                8.00                
Vardas89031      Pavardė89031    7.68                7.80                
Vardas89033      Pavardė89033    6.92                7.20                
Vardas89036      Pavardė89036    5.04                5.20                
Vardas89037      Pavardė89037    7.48                7.60                
Vardas89038      Pavardė89038    8.24                7.80                
Vardas89043      Pavardė89043    6.52                6.60                
Vardas89044      Pavardė89044    7.88                8.00                
Vardas89045      Pavardė89045    6.72                6.80                
Vardas89049      Pavardė89049    6.32                6.20                
Vardas89050      Pavardė89050    7.52                7.80                
Vardas89052      Pavardė89052    6.40                6.20                
Vardas89055      Pavardė89055    7.72                8.00                
Vardas89056      Pavardė89056    6.48                6.40                
Vardas89058      Pavardė89058    8.08                7.60                
Vardas89060      Pavardė89060    6.92                7.00                
Vardas89061      Pavardė89061    6.84                7.20                
Vardas89062      Pavardė89062    7.36                7.00                
Vardas89063      Pavardė89063    7.56                8.00                
Vardas89065      Pavardė89065    7.16                7.40                
Vardas89066      Pavardė89066    7.68                7.40                
Vardas89067      Pavardė89067    7.16                7.00                
Vardas89068      Pavardė89068    5.76                5.20                
Vardas89072      Pavardė89072    5.40                5.20                
Vardas89074      Pavardė89074    5.80                5.60                
Vardas89075      Pavardė89075    5.64                5.60                
Vardas89077      Pavardė89077    6.76                6.60                
Vardas89080      Pavardė89080    5.20                5.80                
Vardas89081      Pavardė89081    5.88                6.20                
Vardas89085      Pavardė89085    6.24                6.00                
Vardas89087      Pavardė89087    8.04                7.40                
Vardas89088      Pavardė89088    8.16                8.40                
Vardas89090      Pavardė89090    5.40                5.40                
Vardas89091      Pavardė89091    6.56                6.40                
Vardas89092      Pavardė89092    8.64                8.60                
Vardas89096      Pavardė89096    7.60                7.40                
Vardas89100      Pavardė89100    5.72                5.60                
Vardas89103      Pavardė89103    6.36                7.00                
Vardas89104      Pavardė89104    5.12                4.80                
Vardas89105      Pavardė89105    8.28                8.20                
Vardas89106      Pavardė89106    6.28                6.20                
Vardas89107      Pavardė89107    6.12                6.00                
Vardas89108      Pavardė89108    6.00                5.80                
Vardas89110      Pavardė89110    5.72                5.80                
Vardas89114      Pavardė89114    7.24                7.40                
Vardas89115      Pavardė89115    5.80                5.60                
Vardas89116      Pavardė89116    5.44                5.60                
Vardas89121      Pavardė89121    7.00                7.00                
Vardas89124      Pavardė89124    5.20                5.00                
Vardas89125      Pavardė89125    8.36                8.40                
Vardas89129      Pavardė89129    5.72                5.60                
Vardas89131      Pavardė89131    8.08                8.40                
Vardas89132      Pavardė89132    6.80                7.00                
Vardas89133      Pavardė89133    8.28                8.40                
Vardas89139      Pavardė89139    5.56                5.60                
Vardas89142      Pavardė89142    8.60                8.80                
Vardas89143      Pavardė89143    5.48                5.80                
Vardas89144      Pavardė89144    5.00                5.20                
Vardas89145      Pavardė89145    5.24                5.20                
Vardas89147      Pavardė89147    8.72                9.20                
Vardas89148      Pavardė89148    5.96                6.00                
Vardas89149      Pavardė89149    6.68                6.60                
Vardas89150      Pavardė89150    7.32                7.40                
Vardas89153      Pavardė89153    6.52                6.20                
Vardas89154      Pavardė89154    5.64                5.40                
Vardas89157      Pavardė89157    5.40                5.40                
Vardas89160      Pavardė89160    7.48                7.20                
Vardas89162      Pavardė89162    7.76                8.00                
Vardas89163      Pavardė89163    5.28                5.00                
Vardas89164      Pavardė89164    5.68                6.00                
Vardas89165      Pavardė89165    6.04                5.80                
Vardas89166      Pavardė89166    6.04                6.60                
Vardas89167      Pavardė89167    5.12                5.20                
Vardas89169      Pavardė89169    5.24                5.60                
Vardas89171      Pavardė89171    6.80                6.80                
Vardas89176      Pavardė89176    6.04                6.00                
Vardas89178      Pavardė89178    5.36                5.60                
Vardas89180      Pavardė89180    6.92                6.80                
Vardas89182      Pavardė89182    6.44                6.60                
Vardas89183      Pavardė89183    7.40                6.80                
Vardas89184      Pavardė89184    7.60                7.40                
Vardas89185      Pavardė89185    8.40                8.40                
Vardas89188      Pavardė89188    6.56                7.00                
Vardas89189      Pavardė89189    6.32                6.80                
Vardas89190      Pavardė89190    7.12                7.60                
Vardas89191      Pavardė89191    7.40                7.40                
Vardas89192      Pavardė89192    6.08                6.00                
Vardas89194      Pavardė89194    8.96                9.20                
Vardas89198      Pavardė89198    8.64                8.80                
Vardas89199      Pavardė89199    6.68                6.60                
Vardas89201      Pavardė89201    5.52                5.60                
Vardas89203      Pavardė89203    7.52                7.40                
Vardas89205      Pavardė89205    7.24                7.00                
Vardas89207      Pavardė89207    5.92                6.00                
Vardas89208      Pavardė89208    5.20                5.40                
Vardas89210      Pavardė89210    7.48                7.60                
Vardas89213      Pavardė89213    7.84                8.00                
Vardas89215      Pavardė89215    7.52                7.80                
Vardas89217      Pavardė89217    6.36                6.00                
Vardas89224      Pavardė89224    6.56                6.60                
Vardas89227      Pavardė89227    7.44                7.60                
Vardas89228      Pavardė89228    7.36                7.40                
Vardas89230      Pavardė89230    8.36                8.60                
Vardas89231      Pavardė89231    6.36                5.80                
Vardas89233      Pavardė89233    5.04                5.00                
Vardas89236      Pavardė89236    7.84                7.60                
Vardas89239      Pavardė89239    7.44                7.20                
Vardas89240      Pavardė89240    6.68                7.40                
Vardas89242      Pavardė89242    8.52                8.60                
Vardas89244      Pavardė89244    5.92                5.80                
Vardas89245      Pavardė89245    5.68                5.80                
Vardas89247      Pavardė89247    5.84                5.80                
Vardas89249      Pavardė89249    8.28                8.00                
Vardas89250      Pavardė89250    6.44                6.40                
Vardas89252      Pavardė89252    6.28                6.40                
Vardas89253      Pavardė89253    7.28                7.00                
Vardas89254      Pavardė89254    8.24                8.60                
Vardas89256      Pavardė89256    7.32                7.20                
Vardas89258      Pavardė89258    5.48                5.60                
Vardas89260      Pavardė89260    8.24                8.00                
Vardas89262      Pavardė89262    6.16                6.20                
Vardas89263      Pavardė89263    5.04                5.00                
Vardas89264      Pavardė89264    5.32                5.40                
Vardas89267      Pavardė89267    8.12                8.00                
Vardas89272      Pavardė89272    5.64                5.80                
Vardas89274      Pavardė89274    7.84                7.80                
Vardas89275      Pavardė89275    7.64                8.00                
Vardas89277      Pavardė89277    5.76                5.80                
Vardas89280      Pavardė89280    8.68                9.20                
Vardas89281      Pavardė89281    6.40                6.40                
Vardas89282      Pavardė89282    5.24                5.60                
Vardas89283      Pavardė89283    5.04                5.40                
Vardas89284      Pavardė89284    6.44                6.40                
Vardas89288      Pavardė89288    5.76                6.00                
Vardas89289      Pavardė89289    6.56                6.60                
Vardas89290      Pavardė89290    5.64                5.60                
Vardas89291      Pavardė89291    5.12                5.40                
Vardas89292      Pavardė89292    5.28                5.20                
Vardas89297      Pavardė89297    5.32                5.20                
Vardas89300      Pavardė89300    5.04                5.20                
Vardas89303      Pavardė89303    6.08                6.60                
Vardas89304      Pavardė89304    6.28                6.60                
Vardas89306      Pavardė89306    7.32                7.60                
Vardas89309      Pavardė89309    5.08                4.80                
Vardas89311      Pavardė89311    8.64                8.80                
Vardas89313      Pavardė89313    5.56                5.20                
Vardas89314      Pavardė89314    6.92                7.40                
Vardas89315      Pavardė89315    5.72                5.20                
Vardas89316      Pavardė89316    8.20                8.00                
Vardas89318      Pavardė89318    7.16                7.40                
Vardas89320      Pavardė89320    7.64                7.60                
Vardas89321      Pavardė89321    5.00                5.40                
Vardas89322      Pavardė89322    8.00                8.00                
Vardas89326      Pavardė89326    5.64                4.80                
Vardas89327      Pavardė89327    7.76                7.80                
Vardas89331      Pavardė89331    7.24                7.20                
Vardas89332      Pavardė89332    5.96                6.00                
